movie_id,user_id,rating
14,0,3.0
22,31,2.0
107,35,4.0
113,48,2.0
67,19,3.0
50,47,3.0
4,13,2.0
99,46,2.0
64,15,2.0
94,25,2.0
65,0,3.0
43,28,1.0
9,45,3.0
94,48,2.0
10,20,4.0
9,48,2.0
81,23,2.0
88,16,2.0
72,10,2.0
25,41,2.0
94,15,2.0
117,35,3.0
51,16,2.0
15,34,2.0
88,0,3.0
90,25,2.0
83,40,2.0
59,12,2.0
19,24,2.0
87,11,3.0
99,28,1.0
70,30,2.0
18,39,3.0
17,48,2.0
63,37,2.0
43,6,2.0
102,13,2.0
60,3,1.0
14,25,2.0
64,21,0.0
13,3,1.0
111,41,2.0
94,37,2.0
93,19,2.0
7,23,3.0
1,28,1.0
32,15,1.0
60,13,2.0
35,27,5.0
58,4,1.0
70,29,4.0
35,6,2.0
6,30,2.0
54,4,2.0
8,12,2.0
75,7,1.0
7,26,3.0
19,41,2.0
17,45,3.0
61,1,3.0
89,14,2.0
49,38,2.0
69,23,2.0
73,27,4.0
57,45,3.0
112,9,3.0
1,34,3.0
87,17,2.0
115,44,2.0
116,3,1.0
0,41,2.0
3,11,3.0
19,2,1.0
39,2,1.0
81,4,1.0
84,35,4.0
78,1,3.0
89,32,2.0
57,36,2.0
115,18,3.0
60,14,2.0
91,15,2.0
59,15,2.0
54,38,2.0
23,49,3.0
26,25,2.0
63,11,3.0
51,17,3.0
76,25,2.0
13,36,2.0
78,26,3.0
39,13,2.0
54,21,1.0
46,14,2.0
117,26,3.0
86,43,1.0
53,47,4.0
106,38,2.0
112,39,3.0
23,10,2.0
97,10,2.0
15,23,2.0
15,0,3.0
25,45,3.0
111,2,1.0
4,45,3.0
42,11,3.0
10,18,3.0
111,16,2.0
93,31,2.0
62,8,2.0
11,3,1.0
84,18,2.0
33,19,2.0
100,48,2.0
76,31,2.0
79,31,2.0
44,48,2.0
22,6,2.0
68,10,2.0
80,21,1.0
57,13,2.0
85,6,2.0
116,39,3.0
83,5,2.0
63,41,2.0
79,29,4.0
12,32,2.0
85,31,2.0
43,46,2.0
26,39,3.0
49,36,2.0
92,41,2.0
16,32,2.0
19,32,2.0
8,0,3.0
62,15,1.0
59,23,2.0
31,11,3.0
96,4,1.0
26,5,2.0
18,30,2.0
11,46,2.0
66,3,1.0
33,0,3.0
86,8,2.0
44,0,3.0
99,27,4.0
84,8,2.0
21,9,3.0
89,8,2.0
83,15,1.0
31,37,2.0
73,38,2.0
63,14,2.0
57,21,1.0
63,0,3.0
33,36,2.0
70,25,2.0
49,44,2.0
97,21,1.0
39,9,3.0
99,20,3.0
32,28,1.0
105,5,2.0
66,41,2.0
42,41,2.0
28,27,4.0
50,33,3.0
52,13,2.0
22,35,3.0
53,16,2.0
15,40,2.0
39,46,2.0
92,32,2.0
115,10,2.0
47,47,3.0
54,47,2.0
38,23,3.0
22,48,2.0
116,31,2.0
82,39,4.0
27,6,2.0
41,35,4.0
113,3,1.0
83,28,1.0
33,47,3.0
57,2,1.0
63,2,1.0
76,20,3.0
97,19,3.0
54,29,4.0
69,27,4.0
29,32,2.0
48,34,2.0
16,30,2.0
45,22,1.0
0,2,1.0
97,47,3.0
12,19,3.0
111,13,2.0
59,17,3.0
20,42,3.0
95,9,3.0
93,32,2.0
63,36,2.0
82,25,2.0
102,23,3.0
71,46,2.0
70,47,3.0
16,43,1.0
87,13,2.0
54,28,1.0
93,2,1.0
82,21,1.0
107,48,2.0
117,17,3.0
81,9,4.0
94,29,4.0
36,37,2.0
21,38,2.0
30,41,2.0
2,25,2.0
7,2,1.0
76,40,2.0
49,29,4.0
80,6,2.0
4,14,2.0
1,39,3.0
116,34,3.0
1,16,2.0
49,18,3.0
21,10,2.0
43,33,3.0
73,12,2.0
31,36,1.0
53,10,2.0
50,44,2.0
9,43,1.0
118,4,1.0
49,13,2.0
75,2,1.0
82,43,1.0
116,18,3.0
29,1,3.0
53,39,3.0
44,15,2.0
50,2,1.0
93,3,1.0
81,49,3.0
8,40,2.0
36,28,2.0
91,5,2.0
64,9,3.0
74,13,2.0
112,34,3.0
100,14,2.0
50,41,2.0
51,30,2.0
55,5,2.0
15,26,3.0
102,15,2.0
107,36,2.0
79,8,2.0
69,38,2.0
91,11,3.0
107,47,3.0
112,13,2.0
55,42,4.0
50,11,3.0
42,42,4.0
13,26,4.0
100,19,3.0
0,31,2.0
11,34,3.0
86,41,2.0
63,13,2.0
69,30,2.0
21,3,1.0
114,25,2.0
20,15,2.0
30,30,2.0
62,3,1.0
88,6,2.0
59,11,3.0
109,13,2.0
58,17,3.0
5,46,2.0
4,1,4.0
102,0,3.0
98,33,3.0
52,14,2.0
35,25,2.0
35,24,2.0
6,4,1.0
48,9,3.0
17,30,2.0
74,12,2.0
15,1,3.0
78,21,1.0
82,16,2.0
73,23,3.0
17,15,2.0
32,6,2.0
41,33,4.0
107,41,2.0
23,9,4.0
90,44,2.0
36,19,3.0
118,15,2.0
103,12,2.0
67,30,3.0
1,37,2.0
106,30,3.0
96,9,3.0
119,12,2.0
23,47,3.0
24,1,4.0
20,3,1.0
113,11,3.0
15,9,3.0
13,45,3.0
1,1,3.0
45,46,2.0
11,5,2.0
24,40,2.0
21,16,2.0
58,3,1.0
92,18,2.0
30,11,3.0
23,19,3.0
33,45,3.0
58,35,4.0
58,16,2.0
39,37,2.0
102,10,2.0
55,25,2.0
8,2,1.0
77,11,3.0
68,33,3.0
87,3,1.0
105,11,3.0
6,39,3.0
119,9,3.0
101,11,3.0
117,37,2.0
44,31,2.0
76,32,2.0
33,37,2.0
104,38,2.0
47,39,4.0
33,34,3.0
29,29,4.0
5,24,2.0
95,12,2.0
54,3,1.0
25,38,2.0
40,14,2.0
54,5,2.0
80,29,4.0
42,8,2.0
14,37,2.0
12,28,2.0
13,33,3.0
32,49,3.0
47,12,3.0
109,4,1.0
46,17,3.0
8,30,2.0
76,37,2.0
40,13,2.0
9,44,1.0
76,23,2.0
77,19,2.0
34,8,2.0
37,18,2.0
79,15,2.0
4,38,2.0
51,11,3.0
73,15,2.0
88,1,3.0
12,40,2.0
40,35,4.0
65,3,1.0
26,48,2.0
86,11,3.0
8,47,3.0
28,9,3.0
112,43,1.0
110,0,3.0
74,25,2.0
65,48,2.0
103,18,3.0
28,21,1.0
114,16,2.0
92,9,3.0
48,31,2.0
45,20,4.0
62,26,3.0
65,24,2.0
31,38,1.0
29,38,2.0
11,30,2.0
97,32,2.0
106,17,2.0
111,47,3.0
28,12,2.0
77,3,1.0
27,48,2.0
97,8,2.0
35,23,3.0
107,0,3.0
72,29,4.0
29,0,3.0
72,18,3.0
49,7,2.0
65,25,2.0
70,13,2.0
31,6,2.0
78,19,3.0
104,4,1.0
14,16,2.0
62,41,3.0
70,19,2.0
85,46,2.0
54,43,1.0
6,32,2.0
78,42,4.0
68,49,3.0
37,19,2.0
24,11,3.0
81,28,2.0
75,38,2.0
110,48,2.0
9,8,2.0
59,1,3.0
34,23,3.0
67,12,2.0
86,33,3.0
98,17,2.0
68,48,2.0
7,29,4.0
96,37,2.0
6,44,2.0
95,45,3.0
67,15,2.0
90,0,3.0
55,23,2.0
49,28,2.0
5,20,3.0
71,20,3.0
24,5,2.0
69,0,3.0
24,30,3.0
65,12,2.0
11,29,4.0
97,42,4.0
109,38,2.0
44,6,1.0
53,2,1.0
32,36,1.0
85,3,1.0
108,3,1.0
75,28,1.0
19,10,2.0
72,3,1.0
67,26,4.0
48,12,2.0
67,29,4.0
31,31,2.0
97,4,1.0
13,18,3.0
5,2,1.0
110,34,3.0
7,3,1.0
8,38,2.0
20,24,2.0
51,13,2.0
85,23,2.0
64,31,2.0
9,35,4.0
100,45,3.0
42,10,2.0
90,19,3.0
69,35,4.0
32,37,2.0
65,36,2.0
75,4,1.0
3,18,3.0
88,49,3.0
79,49,3.0
62,39,3.0
91,48,2.0
75,35,4.0
43,16,2.0
64,35,4.0
49,27,4.0
64,46,2.0
31,1,3.0
114,38,1.0
52,39,3.0
78,39,3.0
110,43,1.0
14,35,4.0
14,29,3.0
70,48,2.0
92,30,2.0
60,38,2.0
7,30,2.0
75,14,2.0
113,43,2.0
119,37,2.0
28,6,2.0
20,48,2.0
93,12,2.0
82,8,2.0
91,45,3.0
39,32,2.0
23,22,1.0
66,42,4.0
117,12,2.0
11,4,1.0
53,36,1.0
22,28,1.0
7,46,3.0
111,3,1.0
23,44,2.0
32,19,2.0
77,46,2.0
87,6,1.0
30,47,3.0
79,40,2.0
56,7,2.0
91,44,2.0
103,20,4.0
43,47,3.0
2,36,2.0
114,2,1.0
11,2,1.0
65,1,3.0
98,19,2.0
103,9,4.0
70,17,2.0
74,35,4.0
107,1,3.0
113,17,2.0
7,48,2.0
95,10,2.0
51,49,3.0
51,40,2.0
98,32,2.0
60,45,3.0
42,23,3.0
64,26,3.0
105,15,2.0
116,41,2.0
63,18,2.0
118,31,2.0
61,26,3.0
52,2,1.0
81,22,2.0
69,4,2.0
54,35,4.0
9,46,2.0
9,13,2.0
115,8,3.0
0,37,2.0
47,20,3.0
2,11,3.0
19,42,4.0
88,24,2.0
89,26,3.0
30,22,1.0
20,20,3.0
14,31,1.0
69,42,4.0
53,25,2.0
74,23,3.0
117,30,2.0
97,27,4.0
76,26,3.0
66,40,2.0
20,31,2.0
86,40,1.0
40,48,2.0
62,9,3.0
83,38,1.0
92,7,1.0
13,5,2.0
67,18,3.0
58,39,3.0
0,27,4.0
109,28,1.0
10,42,4.0
11,39,4.0
95,31,2.0
21,34,3.0
7,45,3.0
25,4,2.0
69,12,2.0
106,13,2.0
32,2,1.0
75,17,3.0
4,43,2.0
65,37,2.0
45,12,2.0
101,35,3.0
101,5,2.0
113,31,2.0
109,29,4.0
106,0,3.0
7,42,3.0
80,41,2.0
37,44,2.0
87,39,3.0
81,43,1.0
9,32,2.0
112,7,1.0
84,19,3.0
55,32,2.0
119,31,2.0
10,22,1.0
106,26,4.0
10,41,2.0
30,24,2.0
4,9,3.0
59,29,4.0
64,29,3.0
81,38,2.0
100,11,3.0
10,23,2.0
106,14,2.0
40,37,2.0
88,15,2.0
21,47,3.0
9,47,3.0
56,3,1.0
15,10,2.0
38,40,2.0
106,47,3.0
84,4,1.0
118,3,1.0
77,48,2.0
22,1,3.0
12,10,2.0
17,44,2.0
17,9,3.0
102,17,2.0
5,5,2.0
66,31,2.0
55,21,1.0
17,4,1.0
22,21,1.0
41,37,2.0
61,43,1.0
63,20,4.0
1,6,2.0
6,9,3.0
65,8,2.0
37,11,3.0
16,27,4.0
52,23,2.0
38,28,1.0
11,40,1.0
32,40,2.0
12,24,2.0
47,28,2.0
77,24,2.0
71,39,3.0
96,2,1.0
97,43,0.0
44,16,2.0
77,29,4.0
1,13,2.0
58,14,2.0
42,36,2.0
39,20,3.0
98,16,2.0
96,25,2.0
4,6,1.0
45,6,1.0
46,2,1.0
67,2,1.0
50,43,1.0
108,38,2.0
35,45,3.0
50,14,2.0
89,36,2.0
45,42,4.0
31,12,2.0
71,0,3.0
6,13,2.0
111,5,2.0
110,30,2.0
60,8,2.0
25,11,3.0
78,41,2.0
38,26,4.0
17,6,2.0
0,45,3.0
32,20,4.0
43,48,2.0
50,46,2.0
35,10,2.0
99,18,3.0
79,45,3.0
59,36,2.0
110,32,2.0
88,45,3.0
18,8,2.0
63,38,2.0
68,42,3.0
102,16,2.0
40,29,4.0
1,44,2.0
104,2,1.0
79,41,2.0
71,7,1.0
36,20,3.0
47,0,3.0
0,34,3.0
35,43,1.0
83,3,1.0
112,29,4.0
10,26,4.0
86,20,4.0
68,47,3.0
93,15,2.0
17,25,2.0
20,10,2.0
110,31,2.0
108,18,2.0
95,8,2.0
8,7,1.0
52,32,2.0
86,48,2.0
37,32,2.0
102,22,2.0
86,46,3.0
80,35,3.0
8,11,3.0
114,23,3.0
70,38,2.0
56,6,2.0
36,47,3.0
63,1,3.0
9,26,3.0
18,34,3.0
113,9,3.0
48,30,2.0
14,6,2.0
35,15,1.0
112,18,3.0
73,31,2.0
5,4,2.0
83,9,3.0
92,3,1.0
18,19,2.0
34,38,2.0
30,0,3.0
69,6,2.0
58,42,4.0
45,16,2.0
29,9,4.0
100,0,3.0
10,33,3.0
12,25,2.0
47,26,4.0
44,39,4.0
90,14,2.0
119,15,2.0
35,31,2.0
101,37,2.0
21,7,1.0
61,12,2.0
63,7,1.0
15,42,4.0
109,0,3.0
88,44,2.0
112,48,2.0
114,41,3.0
77,36,2.0
6,16,2.0
93,17,3.0
45,29,4.0
101,48,2.0
90,38,2.0
71,30,2.0
73,36,2.0
45,25,2.0
26,46,2.0
0,43,1.0
118,46,2.0
46,32,2.0
14,9,3.0
41,9,4.0
116,20,4.0
50,18,2.0
89,6,1.0
52,35,3.0
34,27,4.0
27,49,3.0
23,36,2.0
85,48,2.0
103,45,3.0
13,47,3.0
104,32,2.0
119,41,2.0
23,21,1.0
93,14,2.0
86,23,2.0
39,48,2.0
85,14,2.0
57,32,2.0
108,46,2.0
76,14,2.0
66,19,2.0
116,24,2.0
35,13,2.0
86,49,3.0
12,27,4.0
109,6,2.0
104,48,2.0
58,15,2.0
78,3,1.0
27,5,3.0
98,49,3.0
119,23,2.0
85,7,1.0
41,34,4.0
74,40,2.0
96,47,3.0
105,23,3.0
71,49,3.0
93,9,3.0
0,28,1.0
77,26,3.0
104,7,2.0
89,39,3.0
8,19,2.0
12,0,3.0
37,9,3.0
45,36,1.0
55,30,2.0
55,47,3.0
42,5,2.0
69,21,1.0
27,39,4.0
38,22,2.0
92,35,4.0
39,42,4.0
87,45,3.0
42,24,2.0
15,21,1.0
85,39,4.0
104,18,2.0
53,5,2.0
69,3,1.0
30,31,2.0
75,27,4.0
117,20,3.0
51,33,3.0
42,26,3.0
5,30,2.0
118,6,2.0
7,9,3.0
48,14,2.0
47,48,2.0
119,10,2.0
10,11,3.0
74,34,4.0
16,7,1.0
99,11,3.0
115,20,4.0
19,19,2.0
56,29,5.0
48,13,2.0
38,43,1.0
93,5,2.0
60,34,3.0
26,22,1.0
68,1,3.0
47,2,1.0
50,28,1.0
16,46,2.0
5,35,4.0
6,33,3.0
51,31,2.0
95,26,3.0
53,19,3.0
101,49,3.0
14,34,2.0
104,17,3.0
100,24,2.0
90,1,3.0
87,46,2.0
76,41,2.0
106,25,2.0
73,0,3.0
5,48,2.0
68,23,3.0
102,39,4.0
64,49,3.0
46,35,4.0
61,23,2.0
65,27,4.0
74,46,2.0
105,17,3.0
31,10,2.0
72,44,2.0
100,27,4.0
106,48,2.0
71,36,2.0
113,0,3.0
46,42,3.0
59,35,4.0
41,45,3.0
75,26,3.0
56,20,4.0
68,24,2.0
39,15,2.0
42,16,2.0
92,15,2.0
25,15,2.0
19,36,2.0
6,37,2.0
98,28,1.0
55,29,4.0
12,2,1.0
110,2,1.0
118,22,2.0
112,37,2.0
97,3,1.0
84,48,2.0
119,3,1.0
34,9,3.0
78,6,2.0
21,35,4.0
33,22,2.0
95,25,2.0
26,0,3.0
75,25,2.0
110,22,2.0
30,27,4.0
67,14,2.0
87,10,2.0
81,10,2.0
14,41,2.0
99,21,1.0
23,17,3.0
31,18,2.0
89,38,2.0
114,42,3.0
37,39,3.0
31,16,2.0
18,38,2.0
37,24,2.0
15,41,2.0
7,5,2.0
13,34,3.0
3,40,2.0
44,28,1.0
96,48,2.0
101,32,2.0
52,40,1.0
13,49,3.0
66,37,2.0
83,1,3.0
99,2,1.0
117,6,2.0
39,36,2.0
27,3,1.0
72,34,3.0
22,40,1.0
56,21,1.0
63,31,2.0
23,25,2.0
66,28,1.0
23,28,1.0
105,38,2.0
73,18,2.0
90,13,2.0
7,27,4.0
106,40,2.0
77,5,2.0
21,32,2.0
99,12,2.0
116,15,2.0
61,0,3.0
59,30,2.0
57,34,3.0
37,36,2.0
40,12,2.0
70,6,1.0
110,13,2.0
88,26,3.0
34,45,3.0
116,25,2.0
27,41,2.0
35,35,4.0
61,44,2.0
29,31,2.0
79,36,2.0
76,21,1.0
44,33,2.0
53,17,2.0
13,6,2.0
90,30,2.0
109,37,2.0
116,32,2.0
49,42,4.0
40,15,2.0
91,23,3.0
47,4,2.0
63,27,4.0
19,47,3.0
109,20,4.0
68,18,2.0
54,17,2.0
15,36,2.0
83,6,2.0
17,7,1.0
110,28,1.0
18,20,3.0
114,22,1.0
119,38,2.0
83,13,2.0
99,1,4.0
14,43,1.0
88,10,2.0
35,9,4.0
102,4,2.0
41,26,4.0
43,0,3.0
11,48,2.0
51,20,4.0
69,49,3.0
80,12,2.0
8,26,3.0
91,17,2.0
64,14,2.0
29,48,2.0
24,10,2.0
39,23,2.0
111,8,2.0
118,5,2.0
36,36,2.0
41,16,2.0
70,5,2.0
53,32,2.0
102,25,2.0
5,17,2.0
117,39,3.0
73,49,3.0
57,7,2.0
58,10,2.0
95,23,2.0
95,0,3.0
21,25,2.0
36,27,4.0
2,7,2.0
74,33,3.0
65,22,2.0
55,41,2.0
98,21,1.0
58,28,2.0
71,38,2.0
111,42,4.0
82,2,1.0
35,36,1.0
92,17,2.0
7,31,2.0
94,2,1.0
4,22,2.0
92,2,0.0
113,6,2.0
14,21,1.0
7,18,3.0
91,18,2.0
86,15,1.0
6,18,3.0
11,6,2.0
15,14,2.0
51,2,1.0
64,1,3.0
46,39,4.0
83,39,3.0
91,26,3.0
53,4,1.0
75,23,2.0
75,22,1.0
58,32,2.0
48,26,3.0
57,5,2.0
55,10,2.0
82,22,1.0
92,22,2.0
81,20,3.0
47,42,4.0
58,7,2.0
68,3,1.0
48,45,3.0
72,16,2.0
84,16,2.0
116,11,3.0
29,45,3.0
22,10,2.0
7,24,2.0
57,19,2.0
35,29,5.0
79,37,2.0
30,49,3.0
33,39,3.0
87,23,3.0
16,36,2.0
26,28,2.0
41,14,2.0
4,20,3.0
18,15,2.0
18,45,3.0
36,22,1.0
35,41,3.0
12,30,3.0
8,31,2.0
25,24,3.0
90,11,3.0
22,36,2.0
42,33,3.0
73,47,3.0
4,18,3.0
31,15,2.0
46,9,3.0
51,36,2.0
117,46,2.0
42,49,3.0
60,31,2.0
64,2,1.0
97,15,1.0
92,10,2.0
70,0,3.0
64,34,2.0
105,10,2.0
20,23,3.0
91,43,1.0
24,35,4.0
105,13,3.0
20,11,3.0
111,6,2.0
51,21,1.0
16,12,2.0
87,26,3.0
6,27,4.0
118,1,3.0
92,0,3.0
69,47,3.0
64,24,2.0
119,20,4.0
11,23,2.0
83,21,1.0
26,44,2.0
79,28,2.0
41,8,2.0
2,17,2.0
18,43,1.0
68,28,1.0
95,21,0.0
64,12,2.0
117,7,2.0
81,31,2.0
32,44,2.0
81,39,4.0
92,12,2.0
22,19,3.0
51,3,1.0
85,11,3.0
107,27,4.0
118,47,3.0
108,14,2.0
1,24,2.0
50,25,2.0
47,17,2.0
74,8,2.0
103,43,1.0
5,49,3.0
60,43,1.0
91,7,2.0
71,45,3.0
88,27,4.0
33,5,2.0
61,14,2.0
18,4,1.0
97,7,2.0
55,3,1.0
48,19,2.0
39,27,4.0
106,29,4.0
47,36,1.0
112,40,2.0
37,6,1.0
56,13,2.0
81,8,2.0
31,30,2.0
93,38,2.0
24,37,2.0
62,20,4.0
116,4,1.0
83,33,3.0
3,23,3.0
108,8,1.0
35,18,3.0
39,25,2.0
84,46,2.0
107,26,3.0
52,5,2.0
64,38,2.0
51,44,2.0
7,43,1.0
76,22,1.0
53,40,2.0
21,49,3.0
59,22,1.0
105,37,3.0
75,0,3.0
66,30,3.0
44,49,3.0
49,24,2.0
8,46,2.0
75,49,3.0
83,31,2.0
105,41,2.0
2,44,2.0
84,20,4.0
111,39,3.0
50,8,2.0
69,8,2.0
82,23,2.0
108,6,2.0
66,22,2.0
76,15,2.0
96,0,3.0
18,28,1.0
37,38,2.0
35,38,2.0
41,40,2.0
0,10,2.0
21,5,2.0
53,45,3.0
92,11,3.0
86,4,1.0
63,4,1.0
14,11,3.0
99,35,4.0
51,0,3.0
6,42,3.0
27,17,3.0
32,32,2.0
118,12,2.0
25,6,1.0
85,37,2.0
111,38,2.0
27,12,3.0
22,37,2.0
75,1,3.0
40,28,1.0
67,35,3.0
59,31,2.0
82,6,2.0
58,13,2.0
26,43,1.0
117,36,2.0
20,5,2.0
59,44,2.0
68,34,3.0
26,30,2.0
32,34,3.0
46,28,1.0
24,28,1.0
44,5,2.0
29,23,2.0
36,45,3.0
109,14,2.0
101,8,2.0
77,34,3.0
39,38,2.0
0,1,3.0
36,24,2.0
40,32,2.0
49,34,3.0
19,40,2.0
74,26,4.0
30,10,2.0
0,23,2.0
17,46,2.0
54,46,2.0
72,49,3.0
66,27,4.0
14,1,3.0
3,29,4.0
59,21,1.0
80,23,3.0
72,31,2.0
76,47,4.0
58,18,3.0
31,4,1.0
104,49,3.0
62,0,3.0
113,12,2.0
50,31,1.0
56,43,1.0
68,46,2.0
38,14,2.0
100,23,2.0
50,36,2.0
55,17,3.0
79,5,2.0
86,30,3.0
11,10,2.0
2,1,4.0
1,22,2.0
85,25,3.0
117,33,3.0
117,40,1.0
56,26,4.0
10,10,2.0
87,4,1.0
69,28,2.0
68,4,1.0
24,7,2.0
99,37,2.0
72,11,3.0
85,47,3.0
2,20,3.0
24,33,3.0
17,17,2.0
90,39,3.0
0,6,2.0
117,31,2.0
2,24,2.0
90,5,2.0
2,5,2.0
55,18,2.0
47,41,2.0
95,44,2.0
95,41,2.0
57,46,2.0
23,4,1.0
62,37,2.0
78,2,1.0
118,48,2.0
113,45,3.0
34,2,1.0
115,42,3.0
20,30,3.0
41,11,4.0
115,34,3.0
86,12,2.0
86,19,3.0
15,28,1.0
80,34,3.0
11,19,3.0
